Org_Identifier,Org_FormalName,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,Location_SourceMapScale,Location_HorzAccuracyMeasure,Location_HorzAccuracyMeasureUnit,Location_HorzCollectionMethod,Location_VerticalMeasure,Location_VerticalMeasureUnit,Location_VerticalAccuracyMeasure,Location_VerticalAccuracyMeasureUnit,Location_VertCollectionMethod,Location_VertCoordReferenceSystemDatum,Location_LocalAquiferCode,Location_LocalAquiferCodeContext,Location_LocalAquifer,Location_LocalAquiferDescription,Location_AquiferFormationType,Location_WellType,Location_AquiferType,Location_NationalAquifer,Location_WellHoleDepthMeasure,Location_WellHoleDepthUnit,Location_WellContructionDate,Location_WellDepthMeasure,Location_WellDepthMeasureUnit,Location_DrainageAreaMeasure,Location_DrainageAreaMeasureUnit,Location_ContributingDrainageAreaMeasure,Location_ContributingDrainageAreaMeasureUnit,AlternateLocation_IdentifierA,AlternateLocation_IdentifierContextA,AlternateLocation_IdentifierB,AlternateLocation_IdentifierContextB,AlternateLocation_IdentifierC,AlternateLocation_IdentifierContextC,ProviderName,LocationAttachment_FileName,LocationAttachment_FileType,LocationAttachment_FileDownload
USGS,U.S. Geological Survey,USGS-425219083264301,OAK 4,Well,,Michigan,United States of America,Oakland County,US,MI,,04080204,040802040405,,,42.8719727024719,-83.4452228639952,NAD83,42.8719727024719,-83.4452228639952,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423928083195301,03N 09E 24ADBB 01,Well,,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030108,,,42.6578097915936,-83.3313261442811,NAD83,42.6578097915936,-83.3313261442811,NAD83,,,,,,,,,,,112PLSC,,Pleistocene Series,,,,,N100GLCIAL,,,,200.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423928083241101,03N 09E 21BBDB 01,Well,,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030108,,,42.6578091595616,-83.4029943417512,NAD83,42.6578091595616,-83.4029943417512,NAD83,,,,,,,,,,,112PLSC,,Pleistocene Series,,,,,N100GLCIAL,,,,63.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423928083241102,03N 09E 21BBDB 02,Well,,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030108,,,42.6578091595616,-83.4029943417512,NAD83,42.6578091595616,-83.4029943417512,NAD83,,,,,,,,,,,112PLSC,,Pleistocene Series,,,,,N100GLCIAL,,,,54.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425221083374101,OAKLAND 11,Well,,Michigan,United States of America,Oakland County,US,MI,,04080204,040802040302,,,42.8725279497454,-83.6280056466492,NAD83,42.8725279497454,-83.6280056466492,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423930083222809,"WATKINS LAKE NEAR DRAYTON PLAINS, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030103,,,42.6583649572548,-83.3743826373368,NAD83,42.6583649572548,-83.3743826373368,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423930084204300,423930084204300 FOR NWIS3.1 11/98,Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040502,,,42.65834057908998,-84.34518259307818,NAD83,42.65834057908998,-84.34518259307818,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445735084145806,"McCORMICK LAKE NEAR BIGELOW, MI (MID-DEPTH)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Montmorency County,US,MI,,04070006,040700060301,,,44.9597312338492,-84.2494529181722,NAD83,44.9597312338492,-84.2494529181722,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445735084145801,"McCORMICK LAKE NEAR BIGELOW, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Montmorency County,US,MI,,04070006,040700060301,,,44.9597312338492,-84.2494529181722,NAD83,44.9597312338492,-84.2494529181722,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445735084145802,"McCORMICK LAKE NEAR BIGELOW, MI (3FT AB LK BOT)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Montmorency County,US,MI,,04070006,040700060301,,,44.9597312338492,-84.2494529181722,NAD83,44.9597312338492,-84.2494529181722,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445735084145803,"McCORMICK LAKE NEAR BIGELOW, MI (PHOTIC ZONE)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Montmorency County,US,MI,,04070006,040700060301,,,44.9597312338492,-84.2494529181722,NAD83,44.9597312338492,-84.2494529181722,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445735084145805,"McCORMICK LAKE NEAR BIGELOW, MI (3FT BL LK SURF)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Montmorency County,US,MI,,04070006,040700060301,,,44.9597312338492,-84.2494529181722,NAD83,44.9597312338492,-84.2494529181722,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423932084155601,65-WHEATFIELD-1,Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040411,,,42.6589236463247,-84.2655234912135,NAD83,42.6589236463247,-84.2655234912135,NAD83,24000,,,,,,,,,,,,,,,,,,,,,175.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445737085281501,30N 10W 36BCC01 GRAND TRAVERSE CO (301036),Well,,Michigan,United States of America,Grand Traverse County,US,MI,,04060105,040601050706,,,44.96027577314527,-85.4707742764978,NAD83,44.96027577314527,-85.4707742764978,NAD83,24000,,,,,,,,,,,,,,,,,,,,,60.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423933084213801,03N 01E 07DDCA 01 INGHAM CO (LOTTE),Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040502,,,42.6592017351702,-84.3605268748834,NAD83,42.6592017351702,-84.3605268748834,NAD83,24000,,,,,,,,,,,,,,,,,,,,,184.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423936084353901,03N 02W 07CA01 INGHAM CO (DELHI 3),Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040702,,,42.6599166666667,-84.5940277777778,NAD83,42.6599166666667,-84.5940277777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,125.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423938083335605,"WHITE LAKE NR WHITE LAKE SEB, MI (3 FT BL LK SURF)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6605555555556,-83.5655555555555,NAD83,42.6605555555556,-83.5655555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423938083335606,"WHITE LAKE NEAR WHITE LAKE SEB, MI (MID-DEPTH)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6605555555556,-83.5655555555555,NAD83,42.6605555555556,-83.5655555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423938083335601,"WHITE LAKE NEAR WHITE LAKE SEB, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6605555555556,-83.5655555555555,NAD83,42.6605555555556,-83.5655555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423938083335602,"WHITE LAKE NEAR WHITE LAKE SEB, MI (3 FT AB LK BT)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6605555555556,-83.5655555555555,NAD83,42.6605555555556,-83.5655555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423938083335603,"WHITE LAKE NEAR WHITE LAKE SEB, MI (PHOTIC ZONE)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6605555555556,-83.5655555555555,NAD83,42.6605555555556,-83.5655555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423940083255701,03N 09E 18DCAC 01,Well,,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030108,,,42.6611421668663,-83.4324395163204,NAD83,42.6611421668663,-83.4324395163204,NAD83,,,,,,,,,,,112PLSC,,Pleistocene Series,,,,,N100GLCIAL,,,,40.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445746085294001,"PRESCOTT LAKE NEAR OLD MISSION, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Grand Traverse County,US,MI,,04060105,040601050706,,,44.96277578004531,-85.49438622144035,NAD83,44.96277578004531,-85.49438622144035,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420343084541001,08N 05W 21DC01 IONIA CO 67 NORTH PLAIN 20,Well,,Michigan,United States of America,Ionia County,US,MI,,04050005,040500050306,,,43.061949603625486,-84.90270108845704,NAD83,43.061949603625486,-84.90270108845704,NAD83,24000,,,,,,,,,,324SGNW,,Saginaw Formation,,,,,N300PNSLVN,,,,450.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420345085483001,"HEMLOCK LAKE NEAR MARCELLUS, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500010605,,,42.0625435648662,-85.8083366033358,NAD83,42.0625435648662,-85.8083366033358,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420345085483002,"HEMLOCK LAKE NEAR MARCELLUS, MI 3 FT AB LK BOT","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500010605,,,42.06251241346138,-85.80828843371924,NAD83,42.06251241346138,-85.80828843371924,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420345085483003,"HEMLOCK LAKE NEAR MARCELLUS, MI PHOTIC ZONE","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500010605,,,42.06251241346138,-85.80828843371924,NAD83,42.06251241346138,-85.80828843371924,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420345085483005,"HEMLOCK LAKE NEAR MARCELLUS, MI 3 FT BL LK SURF","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500010605,,,42.06251241346138,-85.80828843371924,NAD83,42.06251241346138,-85.80828843371924,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420345085483006,"HEMLOCK LAKE NEAR MARCELLUS, MI MID-DEPTH","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500010605,,,42.06251241346138,-85.80828843371924,NAD83,42.06251241346138,-85.80828843371924,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423941085380001,5 WAYLAND 1,Well,,Michigan,United States of America,Allegan County,US,MI,,04050003,040500030802,,,42.6639210566148,-85.6333542183872,NAD83,42.6639210566148,-85.6333542183872,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-464355087450601,50N 28W 13 BD 01 MARQUETTE CO (GANNON LMBR SPRING),Spring,,Michigan,United States of America,Marquette County,US,MI,,04020105,040201050302,,,46.7318710052459,-87.751798369296,NAD83,46.7318710052459,-87.751798369296,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420353084312801,59 MOSCOW 20,Well,,Michigan,United States of America,Hillsdale County,US,MI,,04050003,040500030201,,,42.0647654205951,-84.5243971505581,NAD83,42.0647654205951,-84.5243971505581,NAD83,24000,,,,,,,,,,,,,,,,,,,,,120.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423942084303601,03N 02W 11AC01 INGHAM CO (DELHI 5),Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040507,,,42.6616944444444,-84.51,NAD83,42.6616944444444,-84.51,NAD83,24000,,,,,,,,,,,,,,,,,,,,,78.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423944083342209,"WHITE LAKE NEAR EAST HIGHLAND, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6622525715561,-83.5727204120174,NAD83,42.6622525715561,-83.5727204120174,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423944085195001,03N 09W 11DA 01 BARRY CO (WEBSTER W),Well,,Michigan,United States of America,Barry County,US,MI,,04050007,040500070402,,,42.662230116683084,-85.33049393905836,NAD83,42.662230116683084,-85.33049393905836,NAD83,24000,,,,,,,,,,337MRSL,,Marshall Formation,,,,,N300MRSHLL,,,,300.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420357086104505,"MAGICIAN LAKE NR WOODLAND BEACH, MI 3FT BL LK SURF","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500012302,,,42.065876482797,-86.1791830803543,NAD83,42.065876482797,-86.1791830803543,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420357086104506,"MAGICIAN LAKE NR WOODLAND BEACH, MI MID-DEPTH","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500012302,,,42.0658458458378,-86.17913428992297,NAD83,42.0658458458378,-86.17913428992297,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420357086104501,"MAGICIAN LAKE NEAR WOODLAND BEACH, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500012302,,,42.065876482797,-86.1791830803543,NAD83,42.065876482797,-86.1791830803543,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420357086104502,"MAGICIAN LAKE NR WOODLAND BEACH, MI 3FT AB LK BOT","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500012302,,,42.065876482797,-86.1791830803543,NAD83,42.065876482797,-86.1791830803543,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420357086104503,"MAGICIAN LAKE NR WOODLAND BEACH, MI PHOTIC ZONE","Lake, Reservoir, Impoundment",,Michigan,United States of America,Cass County,US,MI,,04050001,040500012302,,,42.0658458458378,-86.17913428992297,NAD83,42.0658458458378,-86.17913428992297,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423949084314801,03N 02W 10A 01 INGHAM CO (LN-9),Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040507,,,42.6636466597394,-84.5299774726268,NAD83,42.6636466597394,-84.5299774726268,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423949084333101,80-7,Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040507,,,42.663646715626,-84.5585896796169,NAD83,42.663646715626,-84.5585896796169,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425233083064501,05N 11E 01DCBC 01,Well,,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030305,,,42.8758626919963,-83.1124361916845,NAD83,42.8758626919963,-83.1124361916845,NAD83,,,,,,,,,,,112PLSC,,Pleistocene Series,,,,,N100GLCIAL,,,,15.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423951083145709,"GALLOWAY LAKE NEAR AUBURN HILLS, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030111,,,42.6641993028944,-83.2491023849867,NAD83,42.6641993028944,-83.2491023849867,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423952084301401,03N 02W 11ADAD 01,Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040507,,,42.6644799349069,-84.5038653694525,NAD83,42.6644799349069,-84.5038653694525,NAD83,,,,,,,,,,,324SGNW,,Saginaw Formation,,,,,N300PNSLVN,,,,110.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-464410087383701,50N 27W 14ABB 01 MARQUETTE CO (FRAYLEY),Well,,Michigan,United States of America,Marquette County,US,MI,,04020105,040201050303,,,46.7361088808645,-87.64362962250483,NAD83,46.7361088808645,-87.64362962250483,NAD83,24000,,,,,,,,,,,,,,,,,,,,,92.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-464410087384501,50N 27W 14BAA 01 MARQUETTE CO (RYERSE),Well,,Michigan,United States of America,Marquette County,US,MI,,04020105,040201050303,,,46.73610888050424,-87.64585192601962,NAD83,46.73610888050424,-87.64585192601962,NAD83,24000,,,,,,,,,,,,,,,,,,,,,96.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425236084531501,06N 05W 28DB01 IONIA CO (67 PORTLAND 1),Well,,Michigan,United States of America,Ionia County,US,MI,,04050004,040500040710,,,42.8767005276783,-84.9041629839964,NAD83,42.8767005276783,-84.9041629839964,NAD83,24000,,,,,,,,,,324PARM,,Parma Sandstone,,,,,N300PNSLVN,,,,645.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425238083064709,"SECORD LAKE NEAR LEONARD, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090003,040900030305,,,42.8772515622761,-83.1129917860851,NAD83,42.8772515622761,-83.1129917860851,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425239085031202,06N06W29C 01 M S H D,Well,,Michigan,United States of America,Ionia County,US,MI,,04050006,040500060301,,,42.877506361049456,-85.05326202146544,NAD83,42.877506361049456,-85.05326202146544,NAD83,24000,,,,,,,,,,112OTSH,,Outwash,,,,,N100GLCIAL,,,,133.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445756085311001,30N 10W 28DCD01 GRAND TRAVERSE CO (301028),Well,,Michigan,United States of America,Grand Traverse County,US,MI,,04060105,040601050706,,,44.96555356468292,-85.51938710428007,NAD83,44.96555356468292,-85.51938710428007,NAD83,24000,,,,,,,,,,,,,,,,,,,,,69.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-445758085291501,30N 10W 26CDC01 GRAND TRAVERSE CO (301026),Well,,Michigan,United States of America,Grand Traverse County,US,MI,,04060105,040601050706,,,44.96610910288501,-85.48744152760995,NAD83,44.96610910288501,-85.48744152760995,NAD83,24000,,,,,,,,,,,,,,,,,,,,,93.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04096015,"GALIEN RIVER NEAR SAWYER, MI",Stream,,Michigan,United States of America,Berrien County,US,MI,,04040001,040400010207,,,41.8736543828944,-86.5750215986339,NAD83,41.8736543828944,-86.5750215986339,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423955084042901,93 HANDY 1,Well,,Michigan,United States of America,Livingston County,US,MI,,04050004,040500040403,,,42.6653115808653,-84.0746810930919,NAD83,42.6653115808653,-84.0746810930919,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423955084345901,03N 02W 07A 01 INGHAM CO (LN-19),Well,,Michigan,United States of America,Ingham County,US,MI,,04050004,040500040507,,,42.6653134153966,-84.5830350769619,NAD83,42.6653134153966,-84.5830350769619,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423956084042701,03N03E10AAAD1,Well,,Michigan,United States of America,Livingston County,US,MI,,04050004,040500040403,,,42.6655893544639,-84.0741255186964,NAD83,42.6655893544639,-84.0741255186964,NAD83,,,,,,,,,,,112OTSH,,Outwash,,,,,N100GLCIAL,,,,46.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-425242085031201,06N06W29C 02 M S H D,Well,,Michigan,United States of America,Ionia County,US,MI,,04050006,040500060301,,,42.87833968924397,-85.05326202050584,NAD83,42.87833968924397,-85.05326202050584,NAD83,24000,,,,,,,,,,112OTSH,,Outwash,,,,,N100GLCIAL,,,,264.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420414083351501,05S 07E 10 ABB01 MONROE CO WELL G-7,Well,,Michigan,United States of America,Monroe County,US,MI,,04100001,041000010106,,,42.070888888888895,-83.58780555555555,NAD83,42.070888888888895,-83.58780555555555,NAD83,24000,,,,,,,,,,347DVSL,,Devonian-Silurian Systems,,,,,N400SLRDVN,,,,95.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420414083351001,05S 07E 10 ABA01 MONROE CO WELL D-3,Well,,Michigan,United States of America,Monroe County,US,MI,,04100001,041000010106,,,42.070566310768626,-83.58599120047097,NAD83,42.070566310768626,-83.58599120047097,NAD83,24000,,,,,,,,,,,,,,,,,,,,,25.0,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420415084080001,"ROUND LAKE NEAR OAK SHADE PARK, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020106,,,42.0708754530027,-84.1332787623705,NAD83,42.0708754530027,-84.1332787623705,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420415084080002,"ROUND LAKE NEAR OAK SHADE PARK, MI 3FT AB LK BOT","Lake, Reservoir, Impoundment",,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020106,,,42.070844614158396,-84.1332318799249,NAD83,42.070844614158396,-84.1332318799249,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420415084080003,"ROUND LAKE NEAR OAK SHADE PARK, MI PHOTIC ZONE","Lake, Reservoir, Impoundment",,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020106,,,42.070844614158396,-84.1332318799249,NAD83,42.070844614158396,-84.1332318799249,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420415084080005,"ROUND LAKE NEAR OAK SHADE PARK, MI  3FT BL LK SURF","Lake, Reservoir, Impoundment",,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020106,,,42.0708754530027,-84.1332787623705,NAD83,42.0708754530027,-84.1332787623705,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-420415084080006,"ROUND LAKE NEAR OAK SHADE PARK, MI MID-DEPTH","Lake, Reservoir, Impoundment",,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020106,,,42.070844614158396,-84.1332318799249,NAD83,42.070844614158396,-84.1332318799249,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083271201,"PONTIAC LAKE NEAR WATERFORD, MI","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050101,,,42.6661111111111,-83.4533333333333,NAD83,42.6661111111111,-83.4533333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083271202,"PONTIAC LAKE NEAR WATERFORD, MI (3 FT AB LK BOT)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050101,,,42.6661111111111,-83.4533333333333,NAD83,42.6661111111111,-83.4533333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083271203,"PONTIAC LAKE NEAR WATERFORD, MI (PHOTIC ZONE)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050101,,,42.6661111111111,-83.4533333333333,NAD83,42.6661111111111,-83.4533333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083271205,"PONTIAC LAKE NEAR WATERFORD, MI (3 FT BL LK SURF)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050101,,,42.6661111111111,-83.4533333333333,NAD83,42.6661111111111,-83.4533333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083271206,"PONTIAC LAKE NEAR WATERFORD, MI (MID-DEPTH)","Lake, Reservoir, Impoundment",,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050101,,,42.6661111111111,-83.4533333333333,NAD83,42.6661111111111,-83.4533333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-423958083331000,URB125-29,Well,,Michigan,United States of America,Oakland County,US,MI,,04090005,040900050104,,,42.6660138888889,-83.5528333333333,NAD83,42.6660138888889,-83.5528333333333,NAD83,24000,,,,,,,,,,112OTSH,,Outwash,,,,Unconfined single aquifer,N100GLCIAL,,,,32.11,ft,,,,,,,,,,,USGS,,,
